codigoestacion,data,daily rain,1-rain ant.rain,2-rain ant.rain,3-rain ant.rain,15-rain ant.rain,30-rain ant.rain
0022065040,2025-11-02,5.1,2.9000000000000004,12.5,20.7,236.8,446.69999999999993
0022070030,2025-11-02,0.0,0.1,0.1,0.1,69.60000000000001,187.4
0022075050,2025-11-02,2.6,0.4,1.6,2.8,83.50000000000001,186.0
0022077030,2025-11-02,3.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,69.2,150.4
0022077050,2025-11-02,0.0,2.8000000000000003,10.4,10.4,184.2,384.2
0023025040,2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0
0023035030,2025-11-02,5.5,0.0,76.9,76.9,166.10000000000002,381.29999999999995
0023037010,2025-11-02,0.0,0.0,0.0,0.0,0.4,0.4
0023057140,2025-11-02,0.1,0.0,4.1,4.1,12.2,18.900000000000002
0023065110,2025-11-02,0.2,0.0,74.6,75.6,234.59999999999997,445.99999999999994
0023065120,2025-11-02,0.0,0.1,0.1,0.9,71.9,137.2
0023065180,2025-11-02,0.0,0.4,32.2,149.2,253.7,370.1
0023065190,2025-11-02,0.0,1.2,26.2,26.2,162.79999999999998,308.0
0023067040,2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0
0023067050,2025-11-02,0.0,3.5,24.599999999999998,25.2,153.7,287.4
0023067060,2025-11-02,0.0,0.2,17.799999999999997,17.799999999999997,97.79999999999998,151.4
0023067070,2025-11-02,0.0,0.0,0.30000000000000004,0.30000000000000004,19.3,38.8
0023067080,2025-11-02,1.6,0.0,8.8,17.4,145.39999999999998,456.19999999999993
0023085080,2025-11-02,0.0,0.0,0.0,7.0,163.4,372.0
0023085160,2025-11-02,1.0,0.0,42.6,43.2,166.79999999999998,305.0
0023085220,2025-11-02,1.6,3.2,18.0,29.6,360.4,614.8
0023085260,2025-11-02,4.5,1.9000000000000001,5.2,7.5,70.9,158.2
0023085270,2025-11-02,5.6000000000000005,2.4000000000000004,12.8,14.4,340.4000000000001,530.8000000000001
0023087150,2025-11-02,3.2,3.2,6.800000000000001,11.200000000000001,73.60000000000001,159.2
0023087160,2025-11-02,0.0,0.0,0.1,3.1,79.19999999999999,158.80000000000004
0023087190,2025-11-02,4.0,1.4,15.0,21.0,103.99999999999999,262.6
0023087210,2025-11-02,0.0,0.0,0.1,0.1,0.7999999999999999,101.30000000000001
0023087670,2025-11-02,1.5,1.1,5.5,7.7,64.4,176.40000000000003
0023097030,2025-11-02,0.0,0.0,5.5,16.2,116.5,232.60000000000002
0023105070,2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0
0023125080,2025-11-02,0.0,0.0,34.4,40.4,264.00000000000006,437.6
0023125100,2025-11-02,0.0,0.0,1.2000000000000002,1.2000000000000002,57.400000000000006,150.60000000000002
0023125140,2025-11-02,0.0,0.0,0.0,0.0,0.0,49.4
0023125170,2025-11-02,0.0,1.2,2.6,4.1,35.800000000000004,74.39999999999999
0023127020,2025-11-02,0.0,0.0,28.099999999999998,34.0,124.3,262.0
0023127050,2025-11-02,0.0,0.0,38.199999999999996,51.0,144.1,309.99999999999994
0023127060,2025-11-02,0.0,0.0,22.6,86.80000000000001,298.59999999999997,451.79999999999995
0023145501,2025-11-02,9.2,0.5,0.5,5.0,106.20000000000002,274.7
0023147020,2025-11-02,0.0,0.0,69.6,191.2,375.2,649.6999999999998
0023155030,2025-11-02,0.30000000000000004,0.5,21.3,86.5,210.1,524.2
0023175020,2025-11-02,0.0,0.0,2.0,26.2,181.8,303.6
0023180070,2025-11-02,0.0,0.0,2.4,23.999999999999996,299.59999999999997,399.2
0023190130,2025-11-02,0.0,0.0,0.2,23.0,120.0,163.60000000000002
0023190380,2025-11-02,0.2,0.1,0.1,2.4,127.3,194.9
0023190700,2025-11-02,0.0,0.0,4.6,15.0,111.20000000000002,179.8
0023195110,2025-11-02,0.0,0.0,0.2,0.2,54.1,91.5
0023195200,2025-11-02,0.0,0.0,4.6000000000000005,8.8,101.80000000000003,166.8
0023195240,2025-11-02,5.3,0.0,3.7,14.100000000000001,42.60000000000001,104.6
0023195502,2025-11-02,0.0,0.0,0.5,17.6,323.59999999999997,410.80000000000007
0023197690,2025-11-02,0.0,0.0,1.5,7.8,43.50000000000001,94.4
0023205020,2025-11-02,0.0,0.0,15.200000000000001,20.6,249.60000000000002,435.00000000000006
0024015110,2025-11-02,0.5,0.0,0.0,0.0,23.9,71.5
0024015300,2025-11-02,0.0,0.0,0.0,0.0,3.2,3.2
0024015380,2025-11-02,0.2,1.0,1.0,1.0,1.0,1.0
0024015509,2025-11-02,0.1,0.1,5.999999999999999,8.399999999999999,75.7,185.29999999999998
0024015510,2025-11-02,0.0,8.4,12.7,18.1,134.5,250.2
0024015511,2025-11-02,0.0,1.3,11.000000000000002,12.900000000000002,109.4,249.70000000000005
0024015514,2025-11-02,0.0,1.5,40.3,43.4,238.70000000000002,423.29999999999995
0024015515,2025-11-02,0.0,0.0,9.0,10.4,152.49999999999997,332.90000000000003
0024015517,2025-11-02,0.0,26.9,34.0,34.8,176.8,280.7
